"playerid","bbrefid","name","player_url"
gilro01,gilro01,Henry Gilroy,https://www.baseball-reference.com/players/g/gilro01.shtml
girarch01,girarch01,Charlie Girard,https://www.baseball-reference.com/players/g/girarch01.shtml
goddajo01,goddajo01,Joe Goddard,https://www.baseball-reference.com/players/g/goddajo01.shtml
godfrgr01,godfrgr01,Graham Godfrey,https://www.baseball-reference.com/players/g/godfrgr01.shtml
goetzge01,goetzge01,George Goetz,https://www.baseball-reference.com/players/g/goetzge01.shtml
gonzafr99,gonzafr99,Fredi Gonzalez,https://www.baseball-reference.com/players/g/gonzafr99.shtml
gonzaga01,gonzaga02,Gabe Gonzalez,https://www.baseball-reference.com/players/g/gonzaga02.shtml
gormaja01,gormaja01,Jack Gorman,https://www.baseball-reference.com/players/g/gormaja01.shtml
gormato04,gormato04,Thomas Gorman,https://www.baseball-reference.com/players/g/gormato04.shtml
graffjo01,graffjo01,John Graff,https://www.baseball-reference.com/players/g/graffjo01.shtml
graffma99,graffma99,Mase Graffen,https://www.baseball-reference.com/players/g/graffma99.shtml
grahabe01,grahabe01,Bernie Graham,https://www.baseball-reference.com/players/g/grahabe01.shtml
grahabe02,grahabe02,Bert Graham,https://www.baseball-reference.com/players/g/grahabe02.shtml
grahaty01,grahaty01,Tyler Graham,https://www.baseball-reference.com/players/g/grahaty01.shtml
gramlto01,gramlto01,Tommy Gramly,https://www.baseball-reference.com/players/g/gramlto01.shtml
grantfr99,grantfr99,Frank Grant,https://www.baseball-reference.com/players/g/grantfr99.shtml
graulle01,graulle01,Billy Graulich,https://www.baseball-reference.com/players/g/graulle01.shtml
gravejo01,gravejo01,Joe Graves,https://www.baseball-reference.com/players/g/gravejo01.shtml
graydo02,graysa01,Sam Gray,https://www.baseball-reference.com/players/g/graysa01.shtml
grayji01,grayji01,Jim Gray,https://www.baseball-reference.com/players/g/grayji01.shtml
grayst01,graydo02,Stan Gray,https://www.baseball-reference.com/players/g/graydo02.shtml
greasjo01,greys01,John Greason,https://www.baseball-reference.com/players/g/greys01.shtml
greened01,greened01,Ed Green,https://www.baseball-reference.com/players/g/greened01.shtml
greenjo01,greenjo01,John Greenig,https://www.baseball-reference.com/players/g/greenjo01.shtml
greenri01,greenri02,Rick Greene,https://www.baseball-reference.com/players/g/greenri02.shtml
griffpa01,griffpa01,Pat Griffin,https://www.baseball-reference.com/players/g/griffpa01.shtml
grimejo01,grimejo01,John Grimes,https://www.baseball-reference.com/players/g/grimejo01.shtml
guindbo01,guindbo01,Bobby Guindon,https://www.baseball-reference.com/players/g/guindbo01.shtml
gunklfr01,gunklfr01,Fred Gunkle,https://www.baseball-reference.com/players/g/gunklfr01.shtml
guthch01,guthch01,Charlie Guth,https://www.baseball-reference.com/players/g/guthch01.shtml
hachir01,hachir01,Irv Hach,https://www.baseball-reference.com/players/h/hachir01.shtml
hackech99,hackech99,Charlie Hackett,https://www.baseball-reference.com/players/h/hackech99.shtml
haganar01,haganar01,Art Hagan,https://www.baseball-reference.com/players/h/haganar01.shtml
haighed01,haighed01,Ed Haigh,https://www.baseball-reference.com/players/h/haighed01.shtml
haleyfr01,haleyfr01,James Haley,https://www.baseball-reference.com/players/h/haleyfr01.shtml
hallji01,hallji01,Jim Hall,https://www.baseball-reference.com/players/h/hallji01.shtml
halmagr01,halmagr01,Greg Halman,https://www.baseball-reference.com/players/h/halmagr01.shtml
hamilma01,hamilma01,Mark Hamilton,https://www.baseball-reference.com/players/h/hamilma01.shtml
hannajo01,hannajo01,John Hanna,https://www.baseball-reference.com/players/h/hannajo01.shtml
hansffc01,hansff.01,Frank Hansford,https://www.baseball-reference.com/players/h/hansff.01.shtml
hardesc01,hardesc01,Scott Hardesty,https://www.baseball-reference.com/players/h/hardesc01.shtml
hardilo02,hardilo02,Jumbo Harting,https://www.baseball-reference.com/players/h/hardilo02.shtml
harrigr01,harrigr01,Greg Harris,https://www.baseball-reference.com/players/h/harrigr01.shtml
harrimi02,harrimi02,Mickey Harrington,https://www.baseball-reference.com/players/h/harrimi02.shtml
harriri01,harriri01,Rit Harrison,https://www.baseball-reference.com/players/h/harriri01.shtml
harrito01,harrito01,Tom Harrison,https://www.baseball-reference.com/players/h/harrito01.shtml
harriwi01,harriwi02,Willie Harris,https://www.baseball-reference.com/players/h/harriwi02.shtml
harriwi02,harriwi10,Will Harris,https://www.baseball-reference.com/players/h/harriwi10.shtml
harriwi99,harriwi99,Will Harridge,https://www.baseball-reference.com/players/h/harriwi99.shtml
hartji99,hartji99,Jim Hart,https://www.baseball-reference.com/players/h/hartji99.shtml
hartjo99,hartjo99,John Hart,https://www.baseball-reference.com/players/h/hartjo99.shtml
hartmjc01,hartmj_01,J C Hartman,https://www.baseball-reference.com/players/h/hartmj_01.shtml
harvedo99,harvedo99,Doug Harvey,https://www.baseball-reference.com/players/h/harvedo99.shtml
hasnepe01,hasnepe01,Pete Hasney,https://www.baseball-reference.com/players/h/hasnepe01.shtml
hayesmi01,hayesmi01,John Hayes,https://www.baseball-reference.com/players/h/hayesmi01.shtml
haynefr01,heynejo01,Fred Hayner,https://www.baseball-reference.com/players/h/heynejo01.shtml
headje01,headje01,Jerad Head,https://www.baseball-reference.com/players/h/headje01.shtml
healeto01,healeto01,Tom Healey,https://www.baseball-reference.com/players/h/healeto01.shtml
heardch01,heardch01,Charlie Heard,https://www.baseball-reference.com/players/h/heardch01.shtml
heilblo99,heilblo99,Louie Heilbroner,https://www.baseball-reference.com/players/h/heilblo99.shtml
heinzja01,heinzja01,Jack Heinzman,https://www.baseball-reference.com/players/h/heinzja01.shtml
heisero01,heisero01,Roy Heiser,https://www.baseball-reference.com/players/h/heisero01.shtml
helli01,helli01,Hellings,https://www.baseball-reference.com/players/h/helli01.shtml
helmbho01,helmbho01,Horace Helmbold,https://www.baseball-reference.com/players/h/helmbho01.shtml
hemonro99,hemonro99,Roland Hemond,https://www.baseball-reference.com/players/h/hemonro99.shtml
hendebi99,hendebi99,Bill Henderson,https://www.baseball-reference.com/players/h/hendebi99.shtml
hengled99,hengled99,Ed Hengel,https://www.baseball-reference.com/players/h/hengled99.shtml
hernaru02,hernaru02,Rudy Hernandez,https://www.baseball-reference.com/players/h/hernaru02.shtml
hewetwa99,hewetwa99,Walter Hewett,https://www.baseball-reference.com/players/h/hewetwa99.shtml
heydegr01,heydegr01,Greg Heydeman,https://www.baseball-reference.com/players/h/heydegr01.shtml
hickmer01,hickmer01,Ernie Hickman,https://www.baseball-reference.com/players/h/hickmer01.shtml
higby01,higby01,Higby,https://www.baseball-reference.com/players/h/higby01.shtml
hilanjo01,hilanjo01,John Hiland,https://www.baseball-reference.com/players/h/hilanjo01.shtml
hilde01,hilde01,R. E. Hillebrand,https://www.baseball-reference.com/players/h/hilde01.shtml
hillmtr99,hillmtr99,Trey Hillman,https://www.baseball-reference.com/players/h/hillmtr99.shtml
hillst01,hillst01,Steven Hill,https://www.baseball-reference.com/players/h/hillst01.shtml
hilsech01,hilsech01,Charlie Hilsey,https://www.baseball-reference.com/players/h/hilsech01.shtml
himslve99,himslve99,Vedie Himsl,https://www.baseball-reference.com/players/h/himslve99.shtml
hinchaj01,hincha.01,A. J. Hinch,https://www.baseball-reference.com/players/h/hincha.01.shtml
hittbr01,hittbr01,Bruce Hitt,https://www.baseball-reference.com/players/h/hittbr01.shtml
hoeyfr99,hoeyfr99,Fred Hoey,https://www.baseball-reference.com/players/h/hoeyfr99.shtml
hoffch01,hoffre01,Red Hoff,https://www.baseball-reference.com/players/h/hoffre01.shtml
hoffmhi01,hoffmhi01,Sonny Hoffman,https://www.baseball-reference.com/players/h/hoffmhi01.shtml
hogange01,hogange01,George Hogan,https://www.baseball-reference.com/players/h/hogange01.shtml
holdsji01,holdsji01,Jim Holdsworth,https://www.baseball-reference.com/players/h/holdsji01.shtml
hoopemi01,hoopemi01,Mike Hooper,https://www.baseball-reference.com/players/h/hoopemi01.shtml
hopkimi01,hopkimi01,Mike Hopkins,https://www.baseball-reference.com/players/h/hopkimi01.shtml
horanjo01,horanjo01,Patrick Horan,https://www.baseball-reference.com/players/h/horanjo01.shtml
hottoto01,hottoto01,Tommy Hottovy,https://www.baseball-reference.com/players/h/hottoto01.shtml
housefr01,housefr01,William Houseman,https://www.baseball-reference.com/players/h/housefr01.shtml
houseja01,houseja01,James Houser,https://www.baseball-reference.com/players/h/houseja01.shtml
hubbaca99,hubbaca99,Cal Hubbard,https://www.baseball-reference.com/players/h/hubbaca99.shtml
hudsoje01,hudsoje01,Jesse Hudson,https://www.baseball-reference.com/players/h/hudsoje01.shtml
huffge99,huffge99,George Huff,https://www.baseball-reference.com/players/h/huffge99.shtml
hughebi01,hughebi01,Bill Hughes,https://www.baseball-reference.com/players/h/hughebi01.shtml
hughejo01,hughejo01,Joe Hughes,https://www.baseball-reference.com/players/h/hughejo01.shtml
hugherh01,hugherh01,Rhyne Hughes,https://www.baseball-reference.com/players/h/hugherh01.shtml
hulbewi99,hulbewi99,William Hulbert,https://www.baseball-reference.com/players/h/hulbewi99.shtml
huntdi01,huntdi01,Dick Hunt,https://www.baseball-reference.com/players/h/huntdi01.shtml
huntele01,huntele01,Lem Hunter,https://www.baseball-reference.com/players/h/huntele01.shtml
hurstti99,hurstti99,Tim Hurst,https://www.baseball-reference.com/players/h/hurstti99.shtml
hustebi01,hustebi01,Bill Husted,https://www.baseball-reference.com/players/h/hustebi01.shtml
hydebr99,hydebr99,Brandon Hyde,https://www.baseball-reference.com/players/h/hydebr99.shtml
jackshe01,jackshe01,Henry Jackson,https://www.baseball-reference.com/players/j/jackshe01.shtml
jacqupa01,jacqupa01,Pat Jacquez,https://www.baseball-reference.com/players/j/jacqupa01.shtml
jacquto01,jacquth01,Thomas Jacquez,https://www.baseball-reference.com/players/j/jacquth01.shtml
jamesju01,jamesju01,Justin James,https://www.baseball-reference.com/players/j/jamesju01.shtml
jennial01,jennial01,Alamazoo Jennings,https://www.baseball-reference.com/players/j/jennial01.shtml
jennida99,jennida99,Dan Jennings,https://www.baseball-reference.com/players/j/jennida99.shtml
jewetna01,jewetna01,Nat Jewett,https://www.baseball-reference.com/players/j/jewetna01.shtml
jimenda01,jimend'01,D'Angelo Jimenez,https://www.baseball-reference.com/players/j/jimend'01.shtml
jimenda02,jimenda01,Dany Jimenez,https://www.baseball-reference.com/players/j/jimenda01.shtml
jimenju01,jimenju01,Juan Jimenez,https://www.baseball-reference.com/players/j/jimenju01.shtml
johnsab01,johnsab01,Abe Johnson,https://www.baseball-reference.com/players/j/johnsab01.shtml
johnsal02,johnsal02,Alan Johnson,https://www.baseball-reference.com/players/j/johnsal02.shtml
johnsba99,johnsba99,Ban Johnson,https://www.baseball-reference.com/players/j/johnsba99.shtml
johnsla01,johnsla01,Larry Johnson,https://www.baseball-reference.com/players/j/johnsla01.shtml
johnsma03,johnsma05,Mark Johnson,https://www.baseball-reference.com/players/j/johnsma05.shtml
johnsyo01,johnsyo01,Youngy Johnson,https://www.baseball-reference.com/players/j/johnsyo01.shtml
jones01,jones01,Levin Jones,https://www.baseball-reference.com/players/j/jones01.shtml
jones02,jones02,Jones,https://www.baseball-reference.com/players/j/jones02.shtml
jones03,jones03,Jones,https://www.baseball-reference.com/players/j/jones03.shtml
jonesbi01,jonesbi01,Bill Jones,https://www.baseball-reference.com/players/j/jonesbi01.shtml
jonesbr01,jonesbr01,Broadway Jones,https://www.baseball-reference.com/players/j/jonesbr01.shtml
jonesda06,jonesda06,David Jones,https://www.baseball-reference.com/players/j/jonesda06.shtml
joneshe01,joneshe01,Henry Jones,https://www.baseball-reference.com/players/j/joneshe01.shtml
jonesmi03,jonesmi03,Mitch Jones,https://www.baseball-reference.com/players/j/jonesmi03.shtml
joyce01,joyce01,George Joyce,https://www.baseball-reference.com/players/j/joyce01.shtml
kaisebo01,kaisebo01,Bob Kaiser,https://www.baseball-reference.com/players/k/kaisebo01.shtml
kalahjo01,kalahjo01,John Kalahan,https://www.baseball-reference.com/players/k/kalahjo01.shtml
keanejo99,keanejo99,Johnny Keane,https://www.baseball-reference.com/players/k/keanejo99.shtml
keatibo01,keatibo01,Bob Keating,https://www.baseball-reference.com/players/k/keatibo01.shtml
keffefr01,keffefr01,Frank Keffer,https://www.baseball-reference.com/players/k/keffefr01.shtml
kellona01,kellona01,Nate Kellogg,https://www.baseball-reference.com/players/k/kellona01.shtml
kellyjo01,kellyjo01,John Kelly,https://www.baseball-reference.com/players/k/kellyjo01.shtml
kenneed02,kenneed02,Ed Kennedy,https://www.baseball-reference.com/players/k/kenneed02.shtml
kenneji99,kenneji99,Jim Kennedy,https://www.baseball-reference.com/players/k/kenneji99.shtml
kennejo01,kennejo01,John Kenney,https://www.baseball-reference.com/players/k/kennejo01.shtml
kenneke99,kenneke99,Kevin Kennedy,https://www.baseball-reference.com/players/k/kenneke99.shtml
kented01,kented01,Ed Kent,https://www.baseball-reference.com/players/k/kented01.shtml
kernajo01,kernajo01,Joe Kernan,https://www.baseball-reference.com/players/k/kernajo01.shtml
kigerma01,kigerma01,Mark Kiger,https://www.baseball-reference.com/players/k/kigerma01.shtml
kilromi01,kilromi01,Mike Kilroy,https://www.baseball-reference.com/players/k/kilromi01.shtml
kingsa01,kingsa01,Sam King,https://www.baseball-reference.com/players/k/kingsa01.shtml
kinziwa01,kinziwa01,Walt Kinzie,https://www.baseball-reference.com/players/k/kinziwa01.shtml
klembi99,klembi99,Bill Klem,https://www.baseball-reference.com/players/k/klembi99.shtml
klingbi01,klingbi01,Bill Kling,https://www.baseball-reference.com/players/k/klingbi01.shtml
knoxan01,knoxan01,Andy Knox,https://www.baseball-reference.com/players/k/knoxan01.shtml
kohlehe01,kohlehe01,Henry Kohler,https://www.baseball-reference.com/players/k/kohlehe01.shtml
koonsha01,koonsha01,Harry Koons,https://www.baseball-reference.com/players/k/koonsha01.shtml
krausch01,krausch01,Charlie Krause,https://www.baseball-reference.com/players/k/krausch01.shtml
kreegfr01,krieg01,Frank Kreeger,https://www.baseball-reference.com/players/k/krieg01.shtml
krolja99,krolja99,Jack Krol,https://www.baseball-reference.com/players/k/krolja99.shtml
kuehlka99,kuehlka99,Karl Kuehl,https://www.baseball-reference.com/players/k/kuehlka99.shtml
kuhnbo99,kuhnbo99,Bowie Kuhn,https://www.baseball-reference.com/players/k/kuhnbo99.shtml
lacke01,lacke01,William Lackey,https://www.baseball-reference.com/players/l/lacke01.shtml
ladewst01,ladewst01,Steve Ladew,https://www.baseball-reference.com/players/l/ladewst01.shtml
landido01,landido01,Doc Landis,https://www.baseball-reference.com/players/l/landido01.shtml
landike99,landike99,Kenesaw Landis,https://www.baseball-reference.com/players/l/landike99.shtml
langwma01,langwma01,Matt Langwell,https://www.baseball-reference.com/players/l/langwma01.shtml
lanieri01,lanieri01,Rimp Lanier,https://www.baseball-reference.com/players/l/lanieri01.shtml
lannire01,lannire01,Red Lanning,https://www.baseball-reference.com/players/l/lannire01.shtml
larki01,larki01,Patrick Larkins,https://www.baseball-reference.com/players/l/larki01.shtml
laughbe01,laughbe01,Ben Laughlin,https://www.baseball-reference.com/players/l/laughbe01.shtml
lavinjo01,lavinjo01,Johnny Lavin,https://www.baseball-reference.com/players/l/lavinjo01.shtml
lawlomi01,lawlomi01,Mike Lawlor,https://www.baseball-reference.com/players/l/lawlomi01.shtml
lawrebo01,lawrebo01,Bob Lawrence,https://www.baseball-reference.com/players/l/lawrebo01.shtml
lawreji01,lawreji01,Jim Lawrence,https://www.baseball-reference.com/players/l/lawreji01.shtml
leadlbo99,leadlbo99,Bob Leadley,https://www.baseball-reference.com/players/l/leadlbo99.shtml
learyja01,learyja01,Jack Leary,https://www.baseball-reference.com/players/l/learyja01.shtml
leclage01,laclage01,George LeClair,https://www.baseball-reference.com/players/l/laclage01.shtml
leele01,leele01,Leonidas Lee,https://www.baseball-reference.com/players/l/leele01.shtml
leeto01,leeto01,Tom Lee,https://www.baseball-reference.com/players/l/leeto01.shtml
lehanja01,lehanja01,James Lehan,https://www.baseball-reference.com/players/l/lehanja01.shtml
leipeja01,leipeja01,Jack Leiper,https://www.baseball-reference.com/players/l/leipeja01.shtml
leona01,leona01,Leonard,https://www.baseball-reference.com/players/l/leona01.shtml
leutz01,leutz01,David Lenz,https://www.baseball-reference.com/players/l/leutz01.shtml
lewis01,lewis01,Lewis,https://www.baseball-reference.com/players/l/lewis01.shtml
leylaji99,leylaji99,Jim Leyland,https://www.baseball-reference.com/players/l/leylaji99.shtml
leyvani99,leyvani99,Nick Leyva,https://www.baseball-reference.com/players/l/leyvani99.shtml
linch01,linch01,Che-Hsuan Lin,https://www.baseball-reference.com/players/l/linch01.shtml
lintz01,lintz02,Tzu-Wei Lin,https://www.baseball-reference.com/players/l/lintz02.shtml
littlgr99,littlgr99,Grady Little,https://www.baseball-reference.com/players/l/littlgr99.shtml
littlha01,littlha01,Harry Little,https://www.baseball-reference.com/players/l/littlha01.shtml
livinja01,livinja01,Jake Livingstone,https://www.baseball-reference.com/players/l/livinja01.shtml
lloydpo99,lloydjo99,John Henry Lloyd,https://www.baseball-reference.com/players/l/lloydjo99.shtml
lockean01,lockewa01,Walker Lockett,https://www.baseball-reference.com/players/l/lockewa01.shtml
lockema01,lockema01,Marshall Locke,https://www.baseball-reference.com/players/l/lockema01.shtml
long01,long01,Thomas Long,https://www.baseball-reference.com/players/l/long01.shtml
lopezra01,lopezra01,Ramon Lopez,https://www.baseball-reference.com/players/l/lopezra01.shtml
lopezro01,lopezro02,Rodrigo Lopez,https://www.baseball-reference.com/players/l/lopezro02.shtml
loudear01,loudear01,Art Loudell,https://www.baseball-reference.com/players/l/loudear01.shtml
lough01,lough01,Patrick O'Loughlin,https://www.baseball-reference.com/players/o/lough01.shtml
loughbi01,loughbi01,Bill Loughran,https://www.baseball-reference.com/players/l/loughbi01.shtml
lovetjo01,lovetjo01,John Lovett,https://www.baseball-reference.com/players/l/lovetjo01.shtml
lowech01,lowech01,Charlie Lowe,https://www.baseball-reference.com/players/l/lowech01.shtml
lowedi01,lowedi01,Dick Lowe,https://www.baseball-reference.com/players/l/lowedi01.shtml
lowryjo01,lowryjo01,John Lowry,https://www.baseball-reference.com/players/l/lowryjo01.shtml
lucchfr99,lucchfr99,Frank Lucchesi,https://www.baseball-reference.com/players/l/lucchfr99.shtml
luebkdi01,luebkdi01,Dick Luebke,https://www.baseball-reference.com/players/l/luebkdi01.shtml
luffhe01,luffhe01,Harry Luff,https://www.baseball-reference.com/players/l/luffhe01.shtml
lyonbr01,lyonbr01,Brandon Lyon,https://www.baseball-reference.com/players/l/lyonbr01.shtml
lyonspa01,lyonspa01,Pat Lyons,https://www.baseball-reference.com/players/l/lyonspa01.shtml
macdobo01,macdoro01,Bob Macdonald,https://www.baseball-reference.com/players/m/macdoro01.shtml
macdoha01,macdoha01,Harvey MacDonald,https://www.baseball-reference.com/players/m/macdoha01.shtml
maceji01,maceji01,Harry Mace,https://www.baseball-reference.com/players/m/maceji01.shtml
macey01,macey01,Macey,https://www.baseball-reference.com/players/m/macey01.shtml
machech01,machech01,Chuck Machemehl,https://www.baseball-reference.com/players/m/machech01.shtml
mackego01,mackego01,Gordon MacKenzie,https://www.baseball-reference.com/players/m/mackego01.shtml
macphla99,macphla99,Larry MacPhail,https://www.baseball-reference.com/players/m/macphla99.shtml
macphle99,macphle99,Lee MacPhail,https://www.baseball-reference.com/players/m/macphle99.shtml
maddojo99,maddojo99,Joe Maddon,https://www.baseball-reference.com/players/m/maddojo99.shtml
magnejo01,magnejo01,John Magner,https://www.baseball-reference.com/players/m/magnejo01.shtml
magnutr01,magnutr01,Trystan Magnuson,https://www.baseball-reference.com/players/m/magnutr01.shtml
mahonjo01,mahonjo01,Joe Mahoney,https://www.baseball-reference.com/players/m/mahonjo01.shtml
malonjo01,malonjo01,Robert Maloney,https://www.baseball-reference.com/players/m/malonjo01.shtml
malonma01,malonma01,Martin Malone,https://www.baseball-reference.com/players/m/malonma01.shtml
mangima01,mangima01,Matt Mangini,https://www.baseball-reference.com/players/m/mangima01.shtml
manleef99,manleef99,Effa Manley,https://www.baseball-reference.com/players/m/manleef99.shtml
mannima01,mannima02,Matt Manning,https://www.baseball-reference.com/players/m/mannima02.shtml
marenle01,marenle01,Leo Marentette,https://www.baseball-reference.com/players/m/marenle01.shtml
marmool99,marmool99,Oliver Marmol,https://www.baseball-reference.com/players/m/marmool99.shtml
marsed01,marsed01,Ed Mars,https://www.baseball-reference.com/players/m/marsed01.shtml
martelu01,martelu01,Luis Marte,https://www.baseball-reference.com/players/m/martelu01.shtml
martihe02,martihe02,Hector Martinez,https://www.baseball-reference.com/players/m/martihe02.shtml
martijc01,martij.01,J. C. Martin,https://www.baseball-reference.com/players/m/martij.01.shtml
maskrha01,maskrha01,Harry Maskrey,https://www.baseball-reference.com/players/m/maskrha01.shtml
masoner01,masoner01,Ernie Mason,https://www.baseball-reference.com/players/m/masoner01.shtml
matafr01,matafr01,Frank Mata,https://www.baseball-reference.com/players/m/matafr01.shtml
mathetj01,mathet.01,T. J. Mathews,https://www.baseball-reference.com/players/m/mathet.01.shtml
mattecv01,mattec.01,C. V. Matteson,https://www.baseball-reference.com/players/m/mattec.01.shtml
matthbo01,matthbo01,Charles Matthews,https://www.baseball-reference.com/players/m/matthbo01.shtml
matthst01,matthst01,Steve Matthias,https://www.baseball-reference.com/players/m/matthst01.shtml
maylu01,maylu01,Lucas May,https://www.baseball-reference.com/players/m/maylu01.shtml
mcadaja01,mcadaja01,Jack McAdams,https://www.baseball-reference.com/players/m/mcadaja01.shtml
mcbrijo01,mcbrijo01,McBride,https://www.baseball-reference.com/players/m/mcbrijo01.shtml
mccafsp01,mccafsp01,Sparrow McCaffrey,https://www.baseball-reference.com/players/m/mccafsp01.shtml
mccalja99,mccalja99,Jack McCallister,https://www.baseball-reference.com/players/m/mccalja99.shtml
mccarjo99,mccarjo99,Joe McCarthy,https://www.baseball-reference.com/players/m/mccarjo99.shtml
mccaubi01,mccaubi01,Bill McCauley,https://www.baseball-reference.com/players/m/mccaubi01.shtml
mcclojo99,mcclojo99,John McCloskey,https://www.baseball-reference.com/players/m/mcclojo99.shtml
mccluha02,mccluha02,Harry McCluskey,https://www.baseball-reference.com/players/m/mccluha02.shtml
mcderjo01,mcderjo01,James McDermott,https://www.baseball-reference.com/players/m/mcderjo01.shtml
mcderte01,mcderte01,Terry McDermott,https://www.baseball-reference.com/players/m/mcderte01.shtml
mcdonja01,mcdonja01,Jack McDonald,https://www.baseball-reference.com/players/m/mcdonja01.shtml
mcdoo01,mcdoo01,McDoolan,https://www.baseball-reference.com/players/m/mcdoo01.shtml
mcelrji01,mcelrji01,Jim McElroy,https://www.baseball-reference.com/players/m/mcelrji01.shtml
mcfaral01,mcfaral01,Alex McFarlan,https://www.baseball-reference.com/players/m/mcfaral01.shtml
mcfarch01,mcfarch01,Chris McFarland,https://www.baseball-reference.com/players/m/mcfarch01.shtml
mileyda99,mileyda99,Dave Miley,https://www.baseball-reference.com/players/m/mileyda99.shtml
mcgahme99,mcgahme99,Mel McGaha,https://www.baseball-reference.com/players/m/mcgahme99.shtml
mcgeepa01,mcgeepa01,Pat McGee,https://www.baseball-reference.com/players/m/mcgeepa01.shtml
mcginfr01,mcginfr01,Frank McGinn,https://www.baseball-reference.com/players/m/mcginfr01.shtml
mcgowbi99,mcgowbi99,Bill McGowan,https://www.baseball-reference.com/players/m/mcgowbi99.shtml
mcgui01,mcgui01,Thomas Maguire,https://www.baseball-reference.com/players/m/mcgui01.shtml
mcintfr01,mcintfr01,Frank McIntyre,https://www.baseball-reference.com/players/m/mcintfr01.shtml
mckeefr01,mckeefr01,Frank McKee,https://www.baseball-reference.com/players/m/mckeefr01.shtml
mckened01,mckened01,Ed McKenna,https://www.baseball-reference.com/players/m/mckened01.shtml
mckenfr01,mckenfr01,Frank McKenna,https://www.baseball-reference.com/players/m/mckenfr01.shtml
mckenpa01,mckenpa01,Patrick McKenna,https://www.baseball-reference.com/players/m/mckenpa01.shtml
mckeoja99,mckeoja99,Jack McKeon,https://www.baseball-reference.com/players/m/mckeoja99.shtml
mckeola01,mckeola01,Larry McKeon,https://www.baseball-reference.com/players/m/mckeola01.shtml
mcknide99,mcknide99,Denny McKnight,https://www.baseball-reference.com/players/m/mcknide99.shtml
mclarjo99,mclarjo99,John McLaren,https://www.baseball-reference.com/players/m/mclarjo99.shtml
mclauji01,mclauji01,Jim McLaughlin,https://www.baseball-reference.com/players/m/mclauji01.shtml
mcmange99,mcmange99,George McManus,https://www.baseball-reference.com/players/m/mcmange99.shtml
mcmanpa01,mcmanpa01,Pat McManus,https://www.baseball-reference.com/players/m/mcmanpa01.shtml
mcmulge01,mcmulge01,James McMullin,https://www.baseball-reference.com/players/m/mcmulge01.shtml
mcnamjo99,mcnamjo99,John McNamara,https://www.baseball-reference.com/players/m/mcnamjo99.shtml
mcrem01,mcrem01,McRemer,https://www.baseball-reference.com/players/m/mcrem01.shtml
mendead01,mendead01,Adalberto Mendez,https://www.baseball-reference.com/players/m/mendead01.shtml
merried01,merried01,Ed Merrill,https://www.baseball-reference.com/players/m/merried01.shtml
merrist99,merrist99,Stump Merrill,https://www.baseball-reference.com/players/m/merrist99.shtml
meyerhe01,meyerhe01,George Meyers,https://www.baseball-reference.com/players/m/meyerhe01.shtml
meyerlo01,meyerlo01,Lou Meyers,https://www.baseball-reference.com/players/m/meyerlo01.shtml
millafr01,millafr01,Frank Millard,https://www.baseball-reference.com/players/m/millafr01.shtml
millebe01,millebe01,Bert Miller,https://www.baseball-reference.com/players/m/millebe01.shtml
millebo01,millebo01,Bob Miller,https://www.baseball-reference.com/players/m/millebo01.shtml
millege01,millege01,George Miller,https://www.baseball-reference.com/players/m/millege01.shtml
millera99,millera99,Ray Miller,https://www.baseball-reference.com/players/m/millera99.shtml
milleto01,milleto01,Tom Miller,https://www.baseball-reference.com/players/m/milleto01.shtml
mitchru01,mitchru01,Russ Mitchell,https://www.baseball-reference.com/players/m/mitchru01.shtml
moffejo01,moffejo01,Joe Moffet,https://www.baseball-reference.com/players/m/moffejo01.shtml
monrofr01,monrofr01,Frank Monroe,https://www.baseball-reference.com/players/m/monrofr01.shtml
montafr01,montafr02,Frankie Montas,https://www.baseball-reference.com/players/m/montafr02.shtml
mooreje02,mooreje02,Jeremy Moore,https://www.baseball-reference.com/players/m/mooreje02.shtml
mooremo01,mooremo01,Molly Moore,https://www.baseball-reference.com/players/m/mooremo01.shtml
morelha01,morelha01,Harry Morelock,https://www.baseball-reference.com/players/m/morelha01.shtml
morgabi01,morgabi01,Bill Morgan,https://www.baseball-reference.com/players/m/morgabi01.shtml
morgabi02,morgabi02,Bill Morgan,https://www.baseball-reference.com/players/m/morgabi02.shtml
morgapi01,morgapi01,Pidgey Morgan,https://www.baseball-reference.com/players/m/morgapi01.shtml
moriage01,moriage01,Gene Moriarty,https://www.baseball-reference.com/players/m/moriage01.shtml
morrie01,morrie.01,James Morris,https://www.baseball-reference.com/players/m/morrie.01.shtml
morriha01,morriha01,Hank Morrison,https://www.baseball-reference.com/players/m/morriha01.shtml
morriji02,morrija03,Jim Morris,https://www.baseball-reference.com/players/m/morrija03.shtml
morrip01,morrip.01,Pete Morris,https://www.baseball-reference.com/players/m/morrip.01.shtml
morrito02,morrito02,Tom Morrison,https://www.baseball-reference.com/players/m/morrito02.shtml
mortosp01,mortosp01,Sparrow Morton,https://www.baseball-reference.com/players/m/mortosp01.shtml
mosesfe99,mosesfe99,Felix Moses,https://www.baseball-reference.com/players/m/mosesfe99.shtml
mullejo01,mullejo01,John Mullin,https://www.baseball-reference.com/players/m/mullejo01.shtml
mullihe01,mullihe01,Henry Mullin,https://www.baseball-reference.com/players/m/mullihe01.shtml
